what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1368219791990
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1368219800098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1368219803019
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1368219804199
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1368219808757
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1368219837903
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368219840279
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368219841313
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368219848125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368219862871
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1368219866301
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368219868761
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368219870477
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1368219870536
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1368219870536
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368219870704
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368220091805
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1368220111829
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368220116421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368220122334
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1368220123288
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368220138254
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368220185896
