what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.emf.emfatic.core,0.7.0.200810132307,"org.eclipse.emf.emfatic.core",1368008262425
started,bundle,org.eclipse.emf.emfatic.ui,0.7.0.200810132307,"org.eclipse.emf.emfatic.ui",1368008262427
started,bundle,org.eclipse.gymnast.runtime.core,0.7.0.200810132307,"org.eclipse.gymnast.runtime.core",1368008262428
started,bundle,org.eclipse.gymnast.runtime.ui,0.7.0.200810132307,"org.eclipse.gymnast.runtime.ui",1368008262433
started,bundle,org.eclipse.epsilon.common.dt,0.9.1.201110062346,"org.eclipse.epsilon.common.dt",1368008262434
started,bundle,com.collabnet.subversion.merge,3.0.4,"com.collabnet.subversion.merge",1368008262438
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1368008262439
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1368008262441
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1368008262444
started,bundle,org.tigris.subversion.clientadapter,1.8.0,"org.tigris.subversion.clientadapter",1368008262446
started,bundle,org.tigris.subversion.subclipse.core,1.8.2,"org.tigris.subversion.subclipse.core",1368008262449
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1368008262450
started,bundle,org.tigris.subversion.subclipse.ui,1.8.2,"org.tigris.subversion.subclipse.ui",1368008262452
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1368008262454
started,bundle,org.eclipse.team.svn.mylyn,0.7.9.I20110318-1700,"org.eclipse.team.svn.mylyn",1368008262458
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1368008262460
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1368008262463
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1368008262463
started,bundle,org.eclipse.emf.ecore.edit,2.7.1.v20120130-0943,"org.eclipse.emf.ecore.edit",1368008262465
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1368008262469
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1368008262475
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1368008262485
os,sysinfo,,,"macosx",1368008262507
arch,sysinfo,,,"x86_64",1368008262507
ws,sysinfo,,,"cocoa",1368008262507
locale,sysinfo,,,"en_US",1368008262507
processors,sysinfo,,,"4",1368008262507
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1368008262507
java.runtime.version,sysinfo,,,"1.6.0_43-b01-447-11M4203",1368008262507
java.specification.name,sysinfo,,,"Java Platform API Specification",1368008262507
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1368008262507
java.specification.version,sysinfo,,,"1.6",1368008262507
java.vendor,sysinfo,,,"Apple Inc.",1368008262507
java.version,sysinfo,,,"1.6.0_43",1368008262507
java.vm.info,sysinfo,,,"mixed mode",1368008262507
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1368008262507
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1368008262507
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1368008262507
java.vm.specification.version,sysinfo,,,"1.0",1368008262507
java.vm.vendor,sysinfo,,,"Apple Inc.",1368008262507
java.vm.version,sysinfo,,,"20.14-b01-447",1368008262507
